,parBETA,parFC,parLP,parPCORR
0,2.0069357346941925,59.313414482149646,0.26945919182553574,0.0038145129360844686
1,4.440004156057512,57.557184316411906,0.23589944780542027,0.056369371673962915
2,1.5949363843426707,51.04297839478287,0.26458682759490537,0.07888213842666843
3,4.716153479805567,71.5140337993671,0.2242529715543159,0.07339618753810884
4,1.7486392090874077,51.9677347401153,0.26089606605867105,0.0734677689347949
5,2.0260037575896352,51.47008747328538,0.30994273797399824,0.03283305987970706
6,2.2538755555052887,50.37956031153955,0.20183487659169314,0.055928514760541725
7,3.5718113118428896,84.41043515337086,0.2600917253316137,0.008295491630987844
8,4.304133471925872,56.21594490720702,0.21445054631831234,9.327748878851239e-09
9,1.832316303731564,56.75124023530592,0.2438935101778035,0.07308973408599619
10,4.2941908472041,50.00215363001246,0.2,0.0
11,2.0511828515618897,64.10780486611608,0.2359145890798751,0.04134276291531747
12,4.163596628742002,57.57812953815943,0.21313723977607102,5.28868261684412e-09
13,1.7773127719506872,55.45021898659718,0.2013015733565494,1.235785612729856e-09
14,5.561376831720106,62.445255420023926,0.21879872505046083,0.022879935134486336
15,2.7024527936328084,999.9178218892849,0.9990818652190494,1.53427090476832e-10
16,3.554096376652124,53.84785942605138,0.3684052867339008,0.025410955173667427
17,4.159566783495866,55.69162477204108,0.21847484149435648,0.01958934022408551
18,2.75157317726791,50.00002243712174,0.20000020227205872,0.06934938960852728
19,5.832638633513326,999.9919471281346,0.9999818471983788,0.0011555006531497707
20,2.2815168585622994,58.96093364227075,0.24830535479436416,0.134254007073364
21,3.5052761040988916,59.47937931084283,0.3152315591490207,0.002920279709190038
22,3.494368700434329,50.00120485576946,0.20000542632443302,6.621393863759373e-09
23,2.227923317409152,68.90796659900202,0.2107492265163104,0.11900960731236346
24,1.489002240921398,52.583560211120925,0.4062829231807549,0.016434161734917605
25,5.153304662186809,57.86915992295465,0.2889873575479165,0.018424646674151418
26,5.496478489770224,51.01246737861408,0.2065926985581184,0.07143823620405491
27,1.8986621617057358,50.77363270141085,0.23582587595605917,0.070155495577427
28,1.3366333155293253,55.90526866011732,0.27170751793728526,0.05795725228492956
29,4.4511205836621075,51.80433350535549,0.420858017018666,1.8816080638028865e-10
30,2.75226911401455,52.01466662854225,0.40288685738908,0.004411701041212809
31,2.4291885219111125,50.64168210601968,0.2168284707094306,0.05691939544066332
32,2.274966761806971,53.42706971929018,0.2479198444634624,0.04386511925271424
